선수명,포지션,타율,타석,타수,득점,안타,2루타,3루타,홈런,타점,사구,볼넷,삼진,병살타,고의4구,희생번트,희생플라이,출루율,장타율,OPS,타순,팀명,1루타,도루허용,도루저지,수비 승리 기여도,득점권타율,추정득점
김재현,포수,0.258,140,124,15,32,6,0,0,12,7,5,26,5,0,3,1,0.321,0.306,0.627,8,키움,26,0,1,0.502,0.233,11.231999999999998
김태진,3루수,0.208,52,48,5,10,0,0,0,2,0,4,8,0,0,0,0,0.269,0.208,0.477,8,키움,10,0,0,0.732,0.174,2.8760000000000003
이재상,유격수,0.2,32,30,1,6,0,0,0,1,1,0,12,0,0,1,0,0.226,0.2,0.426,8,키움,6,0,0,-0.548,0.143,1.1239999999999997
이용규,좌익수,0.385,20,13,4,5,0,0,0,1,3,4,3,1,0,0,0,0.6,0.385,0.985,9,키움,5,2,1,0.017,0.179,3.806
김건희,포수,0.333,19,15,5,5,1,0,1,4,0,4,2,0,0,0,0,0.474,0.6,1.074,9,키움,3,0,0,0.201,0.357,4.104
고영우,3루수,0.261,26,23,2,6,2,0,0,6,0,2,8,0,0,1,0,0.32,0.348,0.668,9,키움,4,0,0,-0.697,0.357,2.566
김재현,포수,0.25,39,36,6,9,2,0,0,5,0,0,9,0,0,1,2,0.237,0.306,0.543,9,키움,7,0,1,0.502,0.233,2.897999999999999
김태진,3루수,0.238,23,21,2,5,3,0,0,0,0,0,1,0,0,2,0,0.238,0.381,0.619,9,키움,2,0,0,0.732,0.174,1.7920000000000003
이재상,유격수,0.22,41,41,4,9,0,0,1,4,0,0,15,0,0,0,0,0.22,0.293,0.513,9,키움,8,0,0,-0.548,0.143,2.4399999999999995
최주환,1루수,0.125,19,16,2,2,0,0,1,3,0,1,1,0,0,0,2,0.158,0.313,0.471,9,키움,1,0,1,-0.302,0.235,1.432
